,coverage,months_since_last_claim,employmentstatus,location_code,vehicle_size,number_of_policies_2,number_of_policies_3,number_of_policies_4,number_of_policies_5,number_of_policies_6,number_of_policies_7,number_of_policies_8,number_of_policies_9,number_of_open_complaints_1,number_of_open_complaints_2,number_of_open_complaints_3,number_of_open_complaints_4,number_of_open_complaints_5,gender_M,education_College,education_Doctor,education_High School or Below,education_Master,response_Yes,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Married,marital_status_Single,policy_type_Personal Auto,policy_type_Special Auto,policy_Corporate L2,policy_Corporate L3,policy_Personal L1,policy_Personal L2,policy_Personal L3,policy_Special L1,policy_Special L2,policy_Special L3,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,customer_lifetime_value,income,monthly_premium_auto,months_since_policy_inception,total_claim_amount,day
8716,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.05117152206466005,0.15778998009621828,0.07339449541284404,0.595959595959596,337.596914,52
8717,0,15,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20619079433803306,0.4682789730048709,0.00917431192660556,0.0,157.990123,38
8718,0,27,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5954239327437276,0.4795911223132395,0.03669724770642202,0.14141414141414144,301.867895,15
8719,0,16,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3092843750271619,0.0,0.01834862385321112,0.3535353535353536,302.4,33
8720,0,31,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1837745024534586,0.12628399395885218,0.07339449541284404,0.15151515151515152,331.2,6
8721,1,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.19813950018798293,0.2099698942799132,0.6605504587155964,0.9090909090909092,638.4,49
8722,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5850750540160858,0.24396635360718538,0.29357798165137616,0.6363636363636365,446.4,47
8723,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.21272804683303842,0.8632140106620259,0.00917431192660556,1.0,80.73124,11
8724,0,18,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32409245077716237,0.0,0.4495412844036699,0.9595959595959597,364.8,46
8725,0,34,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.047812441473138095,0.5671177523729509,0.03669724770642202,0.36363636363636365,333.441673,27
8726,0,28,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.44505774891362027,0.5708484612076294,0.4036697247706422,0.19191919191919193,80.129332,37
8727,0,17,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.22357784677698173,0.0,0.10091743119266061,0.8787878787878789,345.6,21
8728,0,25,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22793430939240883,0.5362418859583321,0.03669724770642202,0.7070707070707072,725.849253,4
8729,1,18,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8903686677689187,0.0,0.6788990825688075,0.5656565656565657,648.0,14
8730,1,35,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7522184262449622,0.0,0.6146788990825689,0.7171717171717172,789.775123,24
8731,0,22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03957499619545621,0.7645552655004452,0.00917431192660556,0.6161616161616162,294.258612,50
8732,1,17,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2461845171117411,0.8615036857002831,0.33944954128440374,0.787878787878788,3.246203,57
8733,2,25,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5126320941508876,0.45270601414268713,0.5137614678899083,0.32323232323232326,842.4,45
8734,1,26,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9016090899739801,0.0,0.17431192660550465,0.5050505050505051,364.8,8
8735,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19818860065970262,0.27730268751062703,0.01834862385321112,0.9393939393939394,302.4,50
8736,2,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.19301033026112685,0.2799031816045049,0.5137614678899083,0.9090909090909092,561.6,19
8737,1,21,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.10980645180912407,0.29678638941398866,0.2844036697247707,0.494949494949495,328.348506,47
8738,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.17973099927052133,0.24794710995089067,0.47706422018348627,0.393939393939394,767.242337,4
8739,0,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26654627971739847,0.5785699282863744,0.11009174311926606,0.42424242424242425,481.014309,13
8740,2,22,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3988822422836974,0.0,0.45871559633027537,0.9595959595959597,799.2,5
8741,0,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02838586190184103,0.0,0.0,0.5757575757575758,32.454659,56
8742,2,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3228386914304394,0.10740040607715466,0.44036697247706424,0.36363636363636365,852.256188,17
8743,1,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06633053057777205,0.4559566317600344,0.1834862385321101,0.494949494949495,380.595522,23
8744,0,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21650599204880516,0.82955761594703,0.01834862385321112,0.5656565656565657,332.847984,58
8745,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1434406737060458,0.4264110180934378,0.3669724770642202,0.29292929292929293,285.048692,17
8746,1,21,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.30158564179725733,0.18580530300757145,0.22935779816513768,0.7676767676767677,412.8,47
8747,2,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8640911381410274,0.6089156939818566,0.5321100917431194,0.8989898989898991,109.906628,26
8748,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2461845171117411,0.2258629139536512,0.0,0.7474747474747475,292.8,38
8749,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3428086452548508,0.0,0.02752293577981657,0.7272727272727273,585.058877,22
8750,0,20,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.39392374089925375,0.25948930296756384,0.0825688073394496,0.3434343434343435,336.0,19
8751,1,30,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.3081571604366813,0.34504555865614467,0.20183486238532122,0.7272727272727273,398.4,20
8752,1,30,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8516550591345874,0.31032896250287556,0.5779816513761469,0.6666666666666667,597.578875,29
8753,0,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03935867219730374,0.0,0.09174311926605516,0.20202020202020204,484.87847,23
8754,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.10704893933455362,0.4561766735679779,0.23853211009174324,0.30303030303030304,246.515921,49
8755,2,22,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8158790299475817,0.16184074974245108,0.17431192660550465,0.797979797979798,364.8,44
8756,2,32,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.30756356804241697,0.41202828537422115,0.9082568807339451,0.33333333333333337,323.1897,41
8757,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19800443827654152,0.7620847961112612,0.5321100917431194,0.8585858585858587,388.313599,28
8758,1,11,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5788550937231377,0.0,0.7064220183486238,0.8484848484848485,666.977979,27
8759,1,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.09234648868698425,0.6010842059991399,0.19266055045871566,0.6262626262626263,278.735779,8
8760,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.23129502523968531,0.9503505666076555,0.03669724770642202,0.36363636363636365,324.99944,19
8761,0,34,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.567311765665809,0.0,0.06422018348623859,0.31313131313131315,326.4,11
8762,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.022779143881943215,0.0,0.02752293577981657,0.26262626262626265,744.924331,18
8763,1,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2461845171117411,0.8356287694661986,0.6972477064220184,0.14141414141414144,75.663572,2
8764,0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019332815190368252,0.0,0.03669724770642202,0.6363636363636365,319.49223,17
8765,0,18,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8783207219916258,0.5757193866834699,0.00917431192660556,0.5757575757575758,298.430234,46
8766,0,17,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.21721792928111022,0.10181934567567838,0.03669724770642202,1.0,455.654032,54
8767,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.11347844662186701,0.4066572648803273,0.2660550458715597,0.20202020202020204,502.873215,58
8768,1,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.09043139888682697,0.23558476110460988,0.22935779816513768,0.17171717171717174,412.8,30
8769,2,30,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18149006691177155,0.0,0.5321100917431194,0.9595959595959597,571.2,42
8770,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.10171581213887604,0.28994508956701776,0.22018348623853212,0.07070707070707072,408.0,22
8771,0,35,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24492616385902172,0.5590862263830128,0.07339449541284404,0.8787878787878789,441.951758,6
8772,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.07905427813617702,0.5345115571958673,0.13761467889908263,0.787878787878788,364.8,6
8773,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05635417561304318,0.20851961872755825,0.09174311926605516,0.7676767676767677,350.143872,42
8774,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.13129095267613233,0.0,0.4311926605504588,0.29292929292929293,932.654942,51
8775,0,17,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.24817492378568085,0.22524279613126497,0.11009174311926606,0.6464646464646465,350.4,36
8776,0,25,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.2461845171117411,0.6979426090957283,0.5321100917431194,0.494949494949495,849.208601,25
8777,1,24,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.41375338789152427,0.9972994869025116,0.33944954128440374,0.24242424242424243,11.549207,34
8778,0,8,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4616621869840234,0.25789900081015393,0.4678899082568808,0.22222222222222224,537.6,8
8779,0,20,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1424237892913352,0.6264990348166152,0.35779816513761475,0.6262626262626263,441.988868,24
8780,0,25,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.43864728177324064,0.0,0.47706422018348627,0.5555555555555556,813.6,1
8781,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.32934745875850713,0.5688580830357768,0.21100917431192667,0.7070707070707072,145.448401,27
8782,0,24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.05877951579562965,0.9311969274162091,0.06422018348623859,0.020202020202020204,578.945761,20
8783,0,29,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24791596817998784,0.2556885808303578,0.09174311926605516,0.5858585858585859,228.515513,30
8784,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.03950962076967948,0.2992368550024505,0.00917431192660556,0.5353535353535354,108.892382,20
8785,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15371681081031707,0.9590922275232294,0.37614678899082576,0.13131313131313133,34.235959,15
8786,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9191628916345569,0.7300187035536753,0.6055045871559634,0.7777777777777778,276.503559,14
8787,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.3079478805058322,0.4437643152198918,0.17431192660550465,0.7272727272727273,384.0,7
8788,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32236766382237003,0.8416199077824787,0.19266055045871566,0.797979797979798,464.714188,33
8789,0,14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.3809367508660535,0.3626589051919865,0.01834862385321112,0.6060606060606061,302.4,41
8790,0,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.13965930490830036,0.5649073323931547,0.3669724770642202,0.6565656565656566,617.650751,27
8791,0,29,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.46609174353990335,0.7968914093677799,0.42201834862385335,0.5050505050505051,9.275859,51
8792,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.42955142219563447,0.6104759904381832,0.06422018348623859,0.7575757575757577,413.25233,2
8793,0,18,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7480030908807976,0.33241315850011505,0.4495412844036699,0.797979797979798,113.804117,51
8794,0,28,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.15663221282081957,0.2946759884378032,0.42201834862385335,0.23232323232323235,513.6,17
8795,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3106711121561056,0.481401466278593,0.19266055045871566,0.8686868686868687,393.6,13
8796,0,25,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.11545994515962002,0.0,0.44036697247706424,0.21212121212121213,523.2,6
8797,0,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.4960173920886711,0.3794420939978596,0.5045871559633028,0.42424242424242425,556.8,11
8798,0,22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.19959869940233016,0.700253048079135,0.5321100917431194,0.33333333333333337,755.19863,43
8799,2,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8640911381410274,0.6089156939818566,0.5321100917431194,0.8989898989898991,109.906628,26
8800,1,34,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.43202293507568723,0.0,0.19266055045871566,0.05050505050505051,590.4,57
8801,0,27,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.47620712288053835,0.5977335693781819,0.47706422018348627,0.9191919191919192,542.4,45
8802,0,19,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.49371435913967043,0.0,0.03669724770642202,0.8787878787878789,413.288528,33
8803,0,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.4382109207325653,0.6291395365119373,0.07339449541284404,0.9494949494949496,159.383042,25
8804,1,25,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.2461845171117411,0.5725587861693722,0.5779816513761469,0.15151515151515152,681.577742,34
8805,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.3551403395741279,0.3904741900961183,0.17431192660550465,0.3434343434343435,835.2,47
8806,0,14,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03526568734824467,0.0,0.0825688073394496,0.9595959595959597,504.0,37
8807,0,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249592765440529,0.709274762204819,0.06422018348623859,0.8282828282828284,77.695518,4
